id,name,servings,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,iron_per_serving,isVegetarian,ingredients_count,grams_per_serving,unmatched_ingredients,approximated_ingredients
tomato_ketchup,Tomato Ketchup,9,272.9,10.4,45.0,4.3,21.9,5.7,true,9,384,,sodium benzoate
lemon_muffins_eggless_whole_wheat,"Lemon Muffins (Eggless, Whole Wheat)",1,433.1,11.7,68.0,9.9,11.5,4.15,true,7,352,,
gingerbread_cookies,Gingerbread Cookies,1,744.3,24.2,143.5,6.3,23.5,8.3,true,10,404,,molasse
fruit_biscuits,Fruit Biscuits,2,472.0,12.5,94.6,4.5,11.5,4.12,true,6,281,,
mango_falooda,Mango Falooda,5,329.7,8.1,44.1,13.3,3.2,0.79,true,11,365,,
mango_kulfi_quick_no_cook,"Mango Kulfi (Quick, No Cook",1,395.3,12.3,40.2,20.3,4.3,1.18,true,4,512,,
kulfi_falooda,Kulfi Falooda,1,748.5,23.1,69.0,41.8,7.1,4.7,true,6,378,,kulfi
cr_me_br_l_e,Crème Brûlée,1,391.0,8.9,66.9,8.9,2.9,3.23,true,5,300,,
apple_halwa,Apple Halwa,7,799.0,22.9,33.2,69.2,13.4,6.72,true,8,304,,
besan_ka_halwa,Besan Ka Halwa,6,842.8,32.2,24.3,77.1,17.7,6.92,true,7,249,,
kashi_halwa,Kashi Halwa,8,844.8,27.3,38.1,72.9,6.7,8.75,true,8,247,,
ragi_ladoo,Ragi Ladoo,1,835.1,12.9,184.4,71.1,17.6,11.67,true,4,375,,
moong_dal_laddu,Moong Dal Laddu,1,541.9,17.2,101.5,52.3,49.1,17.7,true,4,580,,
badam_laddu,Badam Laddu,1,543.0,20.1,98.9,5.7,36.9,14.94,true,3,230,,
coconut_cookies,Coconut Cookies,1,801.6,15.9,132.5,72.9,18.3,8.58,true,9,311,,
bread,Bread,1,40.9,1.4,3.2,15.3,0.0,0.06,true,6,75,,
brown_bread,Brown Bread,2,527.1,15.9,110.0,14.2,7.5,3.55,true,7,202,,
mushroom_stir_fry,Mushroom Stir Fry,2,646.4,43.4,106.4,25.1,28.4,13.78,true,9,384,,
mushroom_do_pyaza,Mushroom Do Pyaza,2,74.8,6.8,7.9,20.3,10.1,4.83,true,12,366,,
saut_ed_mushrooms,Sautéed Mushrooms,2,118.1,9.9,8.9,4.2,8.1,2.21,true,7,315,,
instant_pot_aloo_gobi_curry,Instant Pot Aloo Gobi (Curry),3,129.3,9.0,18.9,13.9,10.4,6.51,true,14,395,,
aloo_chole,Aloo Chole,10,313.7,11.5,59.1,5.1,13.1,4.92,true,17,398,,
palak_chole,Palak Chole,5,227.6,13.9,31.6,21.9,19.0,12.16,true,20,426,,
khamang_kakdi_maharashtrian_kakdi_koshimbir,Khamang Kakdi (Maharashtrian Kakdi Koshimbir),3,225.9,17.5,13.8,13.7,39.7,19.5,true,10,392,,
kosambari,Kosambari,2,298.3,20.1,15.9,19.5,45.2,22.14,true,10,457,,
mango_salad,Mango Salad,1,89.1,3.2,15.7,0.8,7.9,3.96,true,6,248,,
garlic_rasam_poondu_rasam,Garlic Rasam (Poondu Rasam),3,298.7,26.4,30.2,5.4,55.6,25.82,true,15,429,,
tomato_shorba,Tomato Shorba,1,77.5,4.7,10.2,7.8,6.8,3.94,true,11,362,,
milagu_rasam_pepper_rasam,Milagu Rasam (Pepper Rasam),1,353.0,19.3,46.2,8.3,36.1,11.22,true,15,398,,
majjige_saaru,Majjige Saaru,6,466.2,48.0,28.1,12.7,93.6,24.28,true,12,382,,
moong_dal_pitha,Moong Dal Pitha,2,291.0,7.6,48.0,11.6,1.9,2.48,true,8,344,,
chashni_wali_gujiya,Chashni Wali Gujiya,2,783.8,24.3,103.6,55.0,7.0,4.88,true,13,431,,
pista_badam_barfi,Pista Badam Barfi,2,519.5,24.0,29.7,35.7,11.7,4.63,true,8,218,,
ash_gourd_halwa,Ash Gourd Halwa,5,756.9,24.6,34.7,67.9,7.5,7.96,true,6,282,,
coconut_barfi,Coconut Barfi,3,696.4,15.5,27.6,60.1,16.2,3.91,true,6,215,,
til_chikki,Til Chikki,1,451.3,2.4,108.2,4.5,0.0,5.9,true,3,305,,
hayagreeva,Hayagreeva,5,774.6,24.2,60.3,53.3,10.2,8.68,true,8,190,,
carrot_burfi,Carrot Burfi,2,272.3,8.6,23.4,28.1,12.4,2.32,true,6,488,,
paan_kulfi,Paan Kulfi,1,693.6,32.5,79.0,26.6,14.1,6.34,true,9,451,,
kaju_pista_roll,Kaju Pista Roll,2,850.8,38.8,59.1,52.6,14.1,8.68,true,8,238,,
,सेब का हलवा रेसिपी,3,695.9,21.4,36.3,79.9,5.8,6.89,true,7,242,,
shahi_tukda_or_shahi_tukra,Shahi Tukda Or Shahi Tukra,3,314.1,10.8,24.8,32.0,0.2,0.53,true,7,412,,
suji_gulab_jamun,Suji Gulab Jamun,3,403.3,13.8,53.9,15.8,5.2,1.93,true,9,414,,
bread_rasmalai,Bread Rasmalai,1,267.6,9.9,22.5,15.4,5.4,0.74,true,5,448,,
lauki_ka_halwa,Lauki Ka Halwa,4,708.0,21.8,24.1,71.2,9.3,6.14,true,9,386,,
,घेवर रेसिपी,1,367.9,10.7,70.0,24.0,4.8,2.48,true,7,272,,
instant_jalebi,Instant Jalebi,1,187.3,5.5,39.2,13.2,2.0,1.3,true,11,239,,
ghee_mysore_pak,Ghee Mysore Pak,1,335.6,22.0,47.7,209.4,15.5,6.2,true,4,510,,
instant_malpua,Instant Malpua,2,387.8,12.4,59.8,10.6,2.8,1.57,true,8,332,,
,खाजा रेसिपी,1,195.6,5.5,36.6,86.0,3.6,1.7,true,6,298,,
aate_ka_halwa,Aate Ka Halwa,1,361.7,10.7,76.3,204.8,3.1,1.89,true,5,511,,
rava_kheer,Rava Kheer,2,396.9,12.4,42.8,25.8,3.0,2.57,true,7,319,,
gajar_ka_halwa,Gajar Ka Halwa,4,789.0,24.7,41.4,61.1,22.5,9.72,true,7,295,,
paal_poli,Paal Poli,3,538.7,17.1,73.9,19.0,3.9,2.2,true,7,353,,
mango_phirni,Mango Phirni,3,353.7,11.5,33.4,19.3,1.0,0.96,true,6,391,,
custard_powder_halwa,Custard Powder Halwa,2,652.3,20.5,33.8,61.0,5.8,6.47,true,6,260,,
vermicelli_cutlet,Vermicelli Cutlet,1,484.9,14.2,99.2,10.4,14.4,5.33,true,15,511,,
sabudana_thalipeeth,Sabudana Thalipeeth,1,271.4,8.5,52.1,2.2,10.2,5.12,true,11,528,,
bombay_mixture_namkeen,Bombay Mixture Namkeen,2,648.3,36.5,92.5,26.0,21.3,11.55,true,12,258,,
peanut_sundal,Peanut Sundal,1,316.8,6.8,11.3,39.9,12.7,3.11,true,10,320,,
nuchinunde,Nuchinunde,2,487.1,21.8,45.0,23.6,18.0,7.01,true,10,182,,
suji_snacks,Suji Snacks,1,793.9,27.2,162.3,27.3,23.8,7.52,true,8,320,,
hariyali_sabudana_khichdi,Hariyali Sabudana Khichdi,1,65.6,2.6,9.9,7.5,4.0,2.71,true,12,320,,
bread_balls,Bread Balls,1,241.5,6.7,48.4,1.4,8.5,5.6,true,10,571,,
bonda,Bonda,1,690.0,39.6,84.9,19.2,24.8,9.87,true,7,262,,
ratlami_sev,Ratlami Sev,2,547.3,31.7,82.5,21.2,30.2,12.22,true,17,230,,
dudhi_na_muthiya,Dudhi Na Muthiya,2,498.8,15.4,83.3,17.0,9.8,5.56,true,21,351,,
gathiya,Gathiya,1,678.7,44.3,96.6,113.0,31.1,12.6,true,8,365,,
aam_panna,Aam Panna,1,51.5,2.8,7.7,0.7,5.4,4.31,true,8,140,,
aloo_ke_kabab,Aloo Ke Kabab,2,185.4,5.9,36.3,1.1,7.3,4.37,true,18,371,,
avalakki_bisi_bele_bath,Avalakki Bisi Bele Bath,4,881.6,32.2,74.6,52.8,16.2,10.59,true,15,346,,
mukhwas,Mukhwas,1,710.2,31.7,68.4,32.6,22.5,15.02,true,12,300,,
sabji_masala,Sabji Masala,1,511.2,16.8,33.8,41.0,47.3,25.43,true,13,502,,
ragi_porridge,Ragi Porridge,1,391.6,8.6,82.7,2.0,10.2,5.39,true,3,185,,
homemade_ubtan_face_mask,Homemade Ubtan Face Mask,4,775.7,25.6,25.8,63.4,19.0,11.5,true,11,200,,
homemade_horlicks,Homemade Horlicks,2,654.0,21.1,98.6,19.8,23.9,9.21,true,7,329,,
home_remedies_for_back_pain,Home Remedies For Back Pain,5,852.9,22.1,122.1,39.8,20.1,9.18,true,20,307,,
flaxseed_hair_gel,Flaxseed Hair Gel,1,342.2,11.5,37.7,40.9,18.9,16.01,true,8,210,,
beetroot_face_pack,Beetroot Face Pack,1,114.6,3.1,23.8,0.5,3.0,2.5,true,9,158,,
tan_removal_home_remedies_10_ways,Tan Removal Home Remedies 10 Ways,1,285.2,11.1,45.2,13.5,12.8,14.83,true,19,446,,
mehandi_hair_pack,Mehandi Hair Pack,2,160.6,4.5,24.3,208.3,5.9,11.93,true,9,392,,henna
homemade_body_scrub,Homemade Body Scrub,1,130.2,4.8,24.5,13.8,3.8,2.21,true,14,221,,
onion_hair_oil,Onion Hair Oil,2,65.3,4.7,4.7,130.1,10.4,6.12,true,6,318,,
nuts_powder,Nuts Powder,4,727.3,18.8,83.3,34.6,19.0,8.14,true,13,279,,
curry_leaves_hair_oil,Curry Leaves Hair Oil,2,85.9,9.9,6.0,129.0,22.1,11.78,true,4,375,,
ghee,Ghee,4,341.1,11.7,26.7,21.0,0.0,0.51,true,2,376,,
homemade_bread_crumbs,Homemade Bread Crumbs,1,547.8,17.0,86.3,13.8,7.8,1.85,true,4,580,,rusk
how_to_freeze_vegetables_at_home,How To Freeze Vegetables At Home,1,0.0,0.0,0.0,0.0,0.0,0.0,true,3,5,,
protein_powder,Protein Powder,3,642.8,20.4,17.1,55.1,10.1,5.58,true,10,211,,
onion_powder,Onion Powder,4,897.0,35.5,155.0,12.5,23.7,19.15,true,3,425,,
custard_powder,Custard Powder,8,829.1,27.5,49.3,57.9,13.2,6.55,true,12,326,,
instant_breakfast_mix,Instant Breakfast Mix,6,776.7,26.0,91.3,37.5,13.9,7.66,true,11,221,,
homemade_cerelac,Homemade Cerelac,3,874.3,27.1,58.4,58.9,16.9,8.04,true,6,218,,
milkmaid,Milkmaid,2,329.0,11.3,25.9,20.2,0.1,0.52,true,5,438,,
cheese,Cheese,1,13.4,0.0,0.6,0.0,0.0,0.0,true,2,75,,
badam_powder,Badam Powder,1,718.3,22.5,51.9,46.3,28.2,10.67,true,5,299,,
aam_papad,Aam Papad,1,127.7,1.8,27.5,2.4,7.9,1.11,true,4,334,,
tutti_frutti,Tutti Frutti,2,51.0,1.1,9.4,0.5,4.8,0.43,true,5,400,,
,दही कैसे बनाएं,1,454.8,15.6,35.7,28.0,0.0,0.68,true,3,525,,
chai_tea_mix,Chai Tea Mix,1,425.8,13.5,53.6,16.9,15.3,30.39,true,10,415,,
green_chilli_pickle,Green Chilli Pickle,4,189.2,6.5,8.9,60.4,7.1,4.29,true,6,352,,
pickled_onions_vinegar_onion,Pickled Onions (Vinegar Onion),9,86.0,6.8,9.9,0.9,17.2,10.21,true,4,389,,
chunda,Chunda,1,53.1,1.2,10.1,0.6,3.9,0.91,true,5,330,,
aam_ka_murabba,Aam Ka Murabba,2,508.5,15.8,95.8,5.0,45.5,16.1,true,4,388,,
avakaya,Avakaya,5,305.7,10.5,30.5,14.7,14.9,9.54,true,8,437,,
star_gooseberry_pickle,Star Gooseberry Pickle,2,182.3,6.9,31.4,3.6,11.7,3.43,true,8,305,,
amla_ka_achar,Amla Ka Achar,1,372.5,14.1,47.9,13.7,18.0,8.11,true,11,511,,
kadumanga_achar,Kadumanga Achar,3,226.6,20.5,21.8,4.1,46.9,23.6,true,9,432,,
turmeric_pickle_haldi_ka_achar,Turmeric Pickle (Haldi Ka Achar),1,653.7,16.9,104.6,11.8,45.4,98.1,true,3,430,,
red_chili_pickle_lal_mirch_ka_achar,Red Chili Pickle (Lal Mirch Ka Achar),2,664.8,32.8,76.5,79.7,58.8,22.57,true,9,368,,
bitter_gourd_pickle,Bitter Gourd Pickle,2,118.5,6.2,15.1,27.2,9.8,2.7,true,8,334,,
naranga_achar_kerala_lemon_pickle,Naranga Achar (Kerala Lemon Pickle),5,164.5,12.8,9.0,3.1,26.9,14.1,true,15,374,,
no_oil_sweet_mango_pickle_aam_ka_meetha_achar,No Oil Sweet Mango Pickle (Aam Ka Meetha Achar),2,700.7,8.2,157.6,2.0,14.6,9.52,true,6,499,,
milk_masala_powder_masala_dudh_powder,Milk Masala Powder (Masala Dudh Powder),4,847.5,28.0,111.3,30.4,54.4,21.32,true,12,350,,
goda_masala,Goda Masala,7,568.2,22.4,75.1,19.2,46.1,16.55,true,19,420,,
chai_masala_powder_masala_tea_powder,Chai Masala Powder (Masala Tea Powder),2,385.9,10.7,45.0,15.9,14.5,5.93,true,10,308,,dry holy basil -
garam_masala,Garam Masala,7,655.3,38.7,99.2,9.9,21.4,13.03,true,14,379,,
bisi_bele_bath_powder,Bisi Bele Bath Powder,6,507.6,30.8,53.1,16.2,71.0,26.27,true,16,421,,
coriander_powder,Coriander Powder,1,343.0,13.6,16.5,22.3,57.1,22.49,true,1,150,,
amchur_powder,Amchur Powder,1,62.5,0.9,13.5,0.1,3.8,0.51,true,1,150,,
panch_phoron,Panch Phoron,1,419.1,19.2,42.0,18.1,21.0,14.53,true,5,135,,
chaat_masala,Chaat Masala,1,186.0,7.6,20.5,7.5,15.5,9.23,true,12,104,,
homemade_curry_leaves_powder_karuveppilai_podi,Homemade Curry Leaves Powder (Karuveppilai Podi),8,853.6,33.7,53.9,54.9,27.4,18.7,true,15,313,,
homemade_red_chilli_powder,Homemade Red Chilli Powder,1,100.7,5.4,12.5,2.7,13.2,2.65,true,1,50,,
homemade_sabji_masala,Homemade Sabji Masala,2,616.1,21.4,87.5,18.1,44.7,25.34,true,19,250,,
how_to_make_curd_or_dahi_indian_yogurt,How To Make Curd Or Dahi (Indian Yogurt),2,684.2,22.5,137.5,3.1,23.9,8.44,true,2,258,,
coconut_milk,Coconut Milk,3,663.0,7.7,8.5,67.2,16.9,3.33,true,2,125,,
khus_syrup,Khus Syrup,2,19.3,1.3,2.1,0.4,2.0,3.2,true,3,365,,
how_to_use_sabja_seeds_basil_seeds,How To Use Sabja Seeds (Basil Seeds),1,22.7,0.9,3.8,0.4,0.4,0.59,true,2,8,,
punjabi_wadi,Punjabi Wadi,2,483.3,32.7,69.1,6.9,34.6,11.84,true,6,196,,
chenna,Chenna,4,693.4,22.7,138.7,14.1,23.9,8.44,true,4,279,,saucepan
how_to_clean_banana_flower_vazhaipoo,How To Clean Banana Flower (Vazhaipoo),1,132.6,2.2,28.6,0.6,3.2,0.76,true,4,460,,
sabudana_papad,Sabudana Papad,1,27.4,1.2,1.9,1.4,2.6,1.75,true,5,165,,
how_to_make_ghee_homemade_ghee,How To Make Ghee (Homemade Ghee,1,0.0,0.0,0.0,0.0,0.0,0.0,true,1,500,,
pinwheel_sandwich,Pinwheel Sandwich,4,181.6,2.9,5.8,13.2,3.0,2.4,true,16,436,,
amritsari_chole,Amritsari Chole,2,401.4,21.5,60.1,38.7,30.0,13.18,true,18,415,,
kanji,Kanji,3,142.5,4.9,17.9,4.8,13.4,3.03,true,6,340,,
pindi_chole,Pindi Chole,1,743.0,30.1,126.7,36.3,35.1,21.02,true,14,442,,
samak_rice_pulao_barnyard_millet,Samak Rice Pulao (Barnyard Millet,13,883.9,31.5,45.2,65.6,24.2,14.33,true,17,280,,
methi_chole,Methi Chole,9,859.0,48.8,100.1,27.1,63.7,19.28,false,22,387,,or 4 tablespoon oil
singhare_ki_puri,Singhare Ki Puri,3,638.4,21.0,127.5,6.1,23.1,8.37,true,6,292,,
rajgira_puri,Rajgira Puri,1,797.6,31.3,137.5,11.9,16.1,19.61,true,3,360,,
rajgira_roti,Rajgira Roti,1,439.5,15.6,79.2,5.5,11.5,9.25,true,6,382,,
sattu_drink,Sattu Drink,1,286.8,15.1,45.0,4.0,0.1,0.1,true,4,241,,
kuttu_ki_poori,Kuttu Ki Poori,1,765.3,22.7,159.9,2.2,7.7,4.5,true,5,482,,
kuttu_ka_paratha,Kuttu Ka Paratha,1,746.0,24.6,148.8,3.8,27.5,10.13,true,6,430,,
rose_milkshake,Rose Milkshake,1,538.3,15.1,59.6,26.9,0.1,0.67,true,5,538,,
sama_chawal_khichdi,Sama Chawal Khichdi,1,518.6,15.9,96.4,31.7,14.1,4.52,true,9,305,,
nimbu_pani,Nimbu Pani,2,80.8,7.4,4.5,1.6,9.2,13.07,true,10,349,,
rajgira_kheer,Rajgira Kheer,9,892.8,28.9,57.5,60.5,15.1,11.6,true,7,247,,
vrat_ki_kadhi,Vrat Ki Kadhi,1,159.0,7.5,24.8,28.4,5.6,6.16,true,9,379,,
arbi_curry,Arbi Curry,4,119.7,9.0,11.2,10.0,14.8,8.9,true,11,353,,
gond_ka_sharbat,Gond Ka Sharbat,3,526.5,10.1,81.3,18.0,0.0,0.44,true,5,428,,gond katira
sweet_potato_chaat_shakarkandi_chaat,Sweet Potato Chaat (Shakarkandi Chaat),1,444.2,18.9,74.8,6.2,15.0,2.55,true,5,541,,
wood_apple_juice,Wood Apple Juice,1,649.0,7.1,140.4,5.1,7.4,8.07,true,6,333,,
vermicelli_biryani,Vermicelli Biryani,3,838.2,28.8,163.8,7.1,35.3,13.08,true,20,422,,
fruit_lassi,Fruit Lassi,4,470.9,13.9,92.7,3.4,29.7,10.29,true,8,414,,
vengaya_sambar,Vengaya Sambar,5,362.0,34.2,30.8,12.0,65.4,23.2,true,14,381,,
kerala_sambar,Kerala Sambar,14,300.5,12.1,39.4,11.2,20.8,5.2,true,22,395,,
filter_coffee,Filter Coffee,1,492.7,16.2,99.0,2.2,17.2,6.07,true,4,190,,
brinjal_sambar_kathirikai_sambar,Brinjal Sambar (Kathirikai Sambar),8,280.8,23.5,27.8,17.4,48.1,23.56,false,15,416,,
paruppu_rasam_dal_rasam,Paruppu Rasam (Dal Rasam),6,522.1,51.0,34.5,16.9,101.9,28.34,false,15,420,,
jackfruit_shake,Jackfruit Shake,6,799.5,21.4,37.5,62.9,10.4,7.36,true,6,194,,
black_channa_sundal_kondakadalai_sundal,Black Channa Sundal (Kondakadalai Sundal),5,248.2,18.4,16.9,9.9,38.4,18.01,true,12,366,,
pineapple_rasam,Pineapple Rasam,4,308.4,24.6,32.0,11.6,52.3,21.99,false,14,397,,
sulaimani_tea,Sulaimani Tea,3,167.9,14.2,19.8,2.4,21.6,24.22,true,7,351,,
ugadi_pachadi,Ugadi Pachadi,1,145.8,1.7,33.2,0.3,3.1,1.97,true,7,124,,
nannari_sarbath,Nannari Sarbath,3,225.2,3.7,33.2,8.0,6.2,13.09,true,7,335,,nannari syrup
pumpkin_sambar,Pumpkin Sambar,4,344.4,28.9,37.9,6.1,54.5,30.01,true,12,420,,
jeera_rasam_pepper_cumin_rasam,Jeera Rasam (Pepper Cumin Rasam),3,284.5,25.4,27.1,16.4,54.8,25.69,true,13,416,,
majjiga,Majjiga,2,256.5,22.5,28.5,5.7,48.5,28.11,true,9,494,,
rice_pancake,Rice Pancake,2,455.2,12.1,95.3,1.6,9.9,6.19,true,11,269,,
rice_paddu,Rice Paddu,2,426.7,11.6,88.9,1.5,10.1,6.23,true,9,318,,
suji_ka_nashta,Suji Ka Nashta,2,320.7,14.6,59.7,5.5,20.3,5.0,true,14,384,,
bread_medu_vada,Bread Medu Vada,1,360.7,11.8,70.9,2.1,13.1,8.48,true,10,556,,
pizza_bread,Pizza Bread,1,6.7,0.4,1.0,0.1,0.5,0.13,true,5,105,,
bread_dhokla,Bread Dhokla,1,348.9,11.0,56.8,16.0,11.2,4.46,true,19,422,,
dates_ladoo,Dates Ladoo,2,692.4,15.0,58.4,50.4,14.2,6.11,true,6,179,,
instant_chole_bhature,Instant Chole Bhature,2,783.5,30.3,150.8,11.1,24.1,7.97,true,7,401,,
dhokla_in_microwave,Dhokla In Microwave,1,629.1,29.0,70.4,32.7,25.3,10.21,true,18,266,,
instant_poha,Instant Poha,5,873.3,27.4,58.5,63.7,7.8,10.1,true,15,218,,
ghee_biscuits,Ghee Biscuits,1,565.8,16.8,115.8,104.8,4.2,2.75,true,6,480,,
dal_papdi,Dal Papdi,2,453.8,13.8,91.1,15.3,8.8,7.62,true,11,238,,
lachha_namak_para,Lachha Namak Para,2,545.5,16.4,114.4,14.1,5.1,3.74,true,8,212,,
popcorn,Popcorn,1,79.5,2.3,10.7,28.4,0.2,0.49,true,9,215,,popcorn
steamed_bun,Steamed Bun,3,421.8,12.4,78.0,14.3,6.0,3.36,true,15,364,,
potato_murukku,Potato Murukku,2,608.2,20.5,118.0,4.5,13.8,8.91,true,9,312,,
aloo_papdi,Aloo Papdi,2,470.8,13.9,98.8,20.2,6.0,3.0,true,9,266,,
kaju_namak_para,Kaju Namak Para,1,818.5,24.7,170.3,28.0,9.8,5.37,true,9,314,,
rice_papdi,Rice Papdi,1,876.6,25.5,176.2,43.7,18.5,15.85,true,12,462,,
haldiram_namkeen,Haldiram Namkeen,1,635.6,43.8,90.5,9.0,33.6,12.44,true,13,538,,
rava_shankarpali,Rava Shankarpali,2,506.8,16.9,101.8,27.9,12.4,4.08,true,7,279,,
ulundu_murukku,Ulundu Murukku,2,668.8,27.9,127.3,16.1,14.0,9.61,true,8,246,,
potato_chips,Potato Chips,3,125.8,3.2,25.7,0.7,3.6,1.18,true,4,442,,
chegodilu,Chegodilu,1,364.1,7.7,78.8,5.5,3.8,5.04,true,9,160,,
chocolate_cookies,Chocolate Cookies,2,143.5,6.3,30.0,3.2,0.7,0.49,true,9,302,,
dry_fruit_chikki,Dry Fruit Chikki,2,871.3,22.5,70.6,57.3,9.9,9.32,true,8,221,,
mullu_murukku,Mullu Murukku,2,852.2,19.1,114.9,34.1,15.6,8.47,true,8,271,,
banana_chips,Banana Chips,1,194.7,2.3,43.5,0.7,4.2,1.66,true,4,202,,
tomato_sev,Tomato Sev,1,872.0,48.7,137.7,11.7,34.2,15.94,true,9,420,,
verki_puri,Verki Puri,1,566.6,17.1,117.1,31.9,5.8,3.98,true,8,228,,
lahsun_sev,Lahsun Sev,1,723.9,46.7,104.6,49.3,33.1,13.45,true,9,334,,
aate_ki_chakli,Aate Ki Chakli,1,824.3,23.7,172.6,2.6,8.0,6.11,true,7,281,,
gluten_free_bread,Gluten Free Bread,1,780.9,32.3,142.4,7.0,21.9,11.8,true,10,368,,
raisin_bread,Raisin Bread,2,821.0,22.7,158.8,25.0,5.9,5.37,true,9,418,,
homemade_garlic_bread,Homemade Garlic Bread,1,616.8,19.5,121.2,9.0,6.1,4.28,true,8,325,,
wheat_bread,Wheat Bread,3,641.2,19.2,125.7,14.2,4.5,2.97,true,9,291,,
oat_cookies,Oat Cookies,2,412.0,10.1,83.9,3.0,5.6,5.57,true,11,366,,choc bit
nimki,Nimki,1,724.5,21.4,152.0,27.4,6.3,4.05,true,5,275,,
chocolate_chip_cookies,Chocolate Chip Cookies,1,862.1,16.1,139.7,26.3,3.1,1.93,true,9,395,,
aloo_lachha_namkeen,Aloo Lachha Namkeen,1,629.6,15.8,65.7,32.8,17.8,6.56,true,11,524,,
biscuit,Biscuit,1,402.7,12.1,79.5,3.3,3.1,1.96,true,8,279,,
palak_chakli,Palak Chakli,2,493.7,16.2,96.9,3.4,10.1,7.2,true,8,179,,
pizza_bombs,Pizza Bombs,3,260.4,8.7,47.4,3.3,6.9,2.27,true,16,345,,
ajwain_leaves_benefits_uses,Ajwain Leaves Benefits & Uses,1,17.8,0.8,3.0,0.2,0.4,0.42,true,5,262,,
jal_jeera,Jal Jeera,1,152.5,7.9,16.7,5.4,13.3,12.28,true,11,181,,
mohabbat_ka_sharbat,Mohabbat Ka Sharbat,4,274.9,9.0,28.2,14.0,1.2,1.08,true,5,384,,
ragi_milk,Ragi Milk,2,541.0,11.1,96.8,10.8,16.3,7.22,true,8,236,,
custard_sarbath,Custard Sarbath,3,446.1,13.7,40.4,25.6,3.2,1.93,true,11,435,,
homemade_cappuccino_without_machine_in_mixer_blender,Homemade Cappuccino Without Machine In Mixer Blender,1,179.1,4.9,31.4,3.2,13.6,29.38,true,3,150,,
paan_shots,Paan Shots,2,487.6,23.1,71.2,11.1,24.4,10.17,true,7,274,,
mint_sharbat,Mint Sharbat,1,98.0,7.7,9.1,1.7,10.5,12.07,true,12,390,,
hyderabadi_dum_chai,Hyderabadi Dum Chai,2,585.5,19.1,85.3,17.5,32.4,16.97,true,9,420,,
khus_khus_sharbat,Khus Khus Sharbat,3,523.0,17.9,42.9,30.8,10.8,4.62,true,10,421,,
muskmelon_juice,Muskmelon Juice,3,390.1,12.8,36.2,21.5,3.1,2.32,true,10,334,,muskmelon
gur_ka_sharbat,Gur Ka Sharbat,2,508.9,4.9,117.1,1.4,2.3,8.21,true,8,179,,
vegetable_juice,Vegetable Juice,1,78.3,2.0,12.9,0.8,6.8,1.02,true,6,275,,
high_calcium_drinks,High Calcium Drinks,3,648.3,13.5,113.9,14.2,20.8,7.84,true,11,375,,
shikanji,Shikanji,1,690.8,23.9,115.6,12.4,61.5,26.45,true,6,310,,
milk_sharbat,Milk Sharbat,1,477.1,16.5,15.2,39.0,7.5,3.91,true,6,205,,
roohafza_sharbat,Roohafza Sharbat,2,63.0,3.0,9.8,0.5,3.8,5.48,true,9,410,,
good_night_drinks_4_ways,Good Night Drinks 4 Ways,2,699.0,19.8,76.0,35.5,22.1,8.29,true,14,434,,
3_fat_burning_drink,3 Fat Burning Drink,1,116.7,3.8,9.6,3.5,4.8,3.82,true,8,172,,
custard_milkshake,Custard Milkshake,3,555.0,16.0,50.5,32.2,4.8,2.16,true,9,448,,
chai_masala_powder,Chai Masala Powder,2,729.7,27.2,108.9,19.4,17.8,18.78,true,13,363,,
avocado_smoothie,Avocado Smoothie,1,330.0,9.5,28.9,19.5,4.8,0.88,true,5,400,,
kashaya,Kashaya,2,551.6,17.9,85.0,13.5,49.2,21.07,true,10,261,,
mango_frooti,Mango Frooti,1,156.2,2.2,33.8,0.3,9.6,1.27,true,4,450,,
kokum_juice,Kokum Juice,1,10.2,0.5,1.1,0.4,0.7,0.54,true,5,304,,
chai,Chai,1,893.6,34.0,150.7,15.2,33.6,27.01,true,7,375,,
nimbu_paani,Nimbu Paani,1,216.9,10.8,34.2,1.9,13.4,18.61,true,10,466,,
farali_pattice,Farali Pattice,2,373.9,8.9,39.4,19.5,8.5,6.02,true,12,342,,
kuttu_ki_khichdi,Kuttu Ki Khichdi,1,318.9,9.5,52.7,19.7,6.4,3.77,true,12,500,,buckwheat groat
panchamrut,Panchamrut,1,321.4,26.4,32.3,20.3,26.1,13.73,true,7,500,,
dry_fruit_milkshake,Dry Fruit Milkshake,5,695.8,12.1,121.1,16.7,16.2,6.05,true,8,370,,
mint_juice,Mint Juice,2,461.2,5.5,104.8,1.0,4.4,11.51,true,6,228,,
capsicum_besan,Capsicum Besan,2,498.5,35.7,78.2,3.2,17.4,8.08,true,15,248,,
paper_dosa,Paper Dosa,2,700.6,23.0,141.8,2.7,12.5,8.98,true,8,241,,
mosambi_juice,Mosambi Juice,2,324.8,13.9,54.7,4.7,11.3,2.01,true,5,392,,
chikoo_milkshake,Chikoo Milkshake,5,377.8,12.3,37.2,19.9,0.0,0.36,true,3,399,,chikoo
piyush_drink,Piyush Drink,5,822.2,33.1,49.3,54.4,21.6,8.63,true,8,391,,shrikhand
chocolate_milkshake,Chocolate Milkshake,3,689.1,21.6,130.2,10.6,19.1,6.75,true,6,252,,
