id,name,servings,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,iron_per_serving,isVegetarian,ingredients_count,grams_per_serving,unmatched_ingredients,approximated_ingredients
chola_paniyaram,Chola Paniyaram,2,287.5,15.1,49.0,2.2,12.3,4.39,true,7,316,,
vegetable_kuzhi_paniyaram,Vegetable Kuzhi Paniyaram,2,664.4,23.7,86.7,29.4,29.7,14.1,true,17,396,,
tomato_salan,Tomato Salan,1,363.7,14.3,28.1,46.1,23.8,9.67,true,19,528,,
badanekayi_palya,Badanekayi Palya,2,265.0,10.5,17.9,41.6,16.7,10.32,true,19,374,,
dahi_aloo,Dahi Aloo,4,165.0,7.1,25.2,6.1,15.0,5.21,true,17,386,,
bendakaya_pulusu,Bendakaya Pulusu,2,166.7,11.4,21.6,15.6,19.1,6.73,true,21,401,,
tomato_curry,Tomato Curry,2,248.1,10.8,41.0,7.4,26.0,11.99,true,16,452,,
soya_roast,Soya Roast,2,777.4,48.2,68.9,44.8,55.3,20.14,true,19,394,,
baingan_bharta,Baingan Bharta,2,92.7,5.7,12.2,3.7,12.8,3.73,true,13,334,,
vrat_wale_aloo,Vrat Wale Aloo,2,154.7,5.4,28.3,14.2,7.5,3.95,true,13,379,,
bharwa_baingan,Bharwa Baingan,4,129.9,5.4,10.9,12.9,13.8,4.16,true,20,375,,
pitod_ki_sabji,Pitod Ki Sabji,2,105.2,6.8,13.9,14.9,6.3,3.5,true,16,324,,
lauki_ka_bharta,Lauki Ka Bharta,1,119.2,7.3,16.5,27.2,11.7,7.04,true,14,438,,
rajasthani_kadhi,Rajasthani Kadhi,2,200.2,8.8,31.2,16.5,16.7,6.91,true,18,307,,
bharwa_karela,Bharwa Karela,2,269.4,7.7,23.0,19.8,16.8,7.24,true,20,441,,
kala_chana,Kala Chana,2,441.9,23.4,67.4,28.2,36.8,15.75,true,22,492,,
veg_egg_curry,Veg Egg Curry,2,308.2,17.8,32.9,23.7,8.9,4.99,true,20,498,,
south_indian_curry,South Indian Curry,3,350.5,10.4,18.5,34.1,17.6,4.82,true,18,356,,
onion_kulambu,Onion Kulambu,4,320.7,18.1,38.6,9.4,38.3,15.87,true,20,449,,
curry_without_onion_and_garlic,Curry Without Onion And Garlic,5,312.3,11.0,49.8,16.8,24.1,9.5,true,17,362,,
leftover_roti_kofta_curry,Leftover Roti Kofta Curry,4,319.0,10.6,50.3,13.8,10.3,4.74,true,21,363,,
veg_nizami_handi,Veg Nizami Handi,8,394.8,26.9,34.8,18.3,16.4,7.2,true,31,403,,
kathal_ki_sabji,Kathal Ki Sabji,4,178.6,8.6,29.3,8.6,27.1,5.83,true,18,390,,
arbi_ki_sabji,Arbi Ki Sabji,3,284.1,9.3,37.3,18.7,3.6,2.31,true,18,410,,taro
drumstick_curry,Drumstick Curry,4,246.3,18.8,17.8,16.2,25.3,13.95,true,19,412,,
soya_chaap_masala_gravy,Soya Chaap Masala Gravy,3,655.1,55.3,37.1,38.1,42.4,17.16,true,18,436,,
achari_baingan,Achari Baingan,2,277.4,10.3,46.0,17.2,23.2,9.3,true,24,416,,
aloo_sabzi_for_puri,Aloo Sabzi For Puri,3,270.8,8.9,50.9,11.0,14.0,7.01,true,19,374,,
veg_jalfrezi,Veg Jalfrezi,3,183.7,13.7,24.7,10.5,22.5,5.24,true,23,411,,
meal_maker_curry,Meal Maker Curry,2,705.9,46.5,46.3,48.3,37.2,16.83,true,18,467,,
onion_curry,Onion Curry,5,84.9,6.2,10.0,6.3,14.6,8.46,true,16,380,,
dahi_bhindi,Dahi Bhindi,4,111.0,6.0,17.2,14.0,13.5,4.67,true,15,357,,
veg_tawa_fry,Veg Tawa Fry,3,96.8,6.6,13.5,3.8,14.0,3.29,true,21,340,,
salna,Salna,2,375.0,13.7,43.4,21.1,33.4,15.5,true,19,442,,
ridge_gourd,Ridge Gourd,2,489.2,9.6,16.5,57.5,18.5,6.15,true,21,391,,
bharli_vangi,Bharli Vangi,2,222.9,7.4,14.6,27.1,15.8,4.9,true,20,436,,
kakarakaya_pulusu,Kakarakaya Pulusu,1,324.2,18.4,44.0,45.0,34.7,13.18,true,19,474,,
brinjal_tomato_curry,Brinjal Tomato Curry,2,83.2,4.9,9.8,14.8,10.4,4.01,true,12,324,,
mugachi_usal,Mugachi Usal,1,251.1,7.0,11.9,44.7,11.8,6.39,true,16,562,,
banana_appam,Banana Appam,1,757.6,14.4,166.9,1.7,8.7,4.39,true,5,459,,
cabbage_vada,Cabbage Vada,2,367.0,25.4,53.1,4.6,18.2,7.49,true,10,303,,
poha_cutlet,Poha Cutlet,2,495.3,12.5,103.1,2.2,10.9,7.4,true,17,420,,
corn_vada,Corn Vada,1,552.9,23.6,92.8,7.6,29.4,13.59,true,12,500,,
namak_pare,Namak Pare,1,718.1,21.1,151.5,39.8,5.6,3.61,true,5,288,,
boondi,Boondi,2,461.3,25.6,61.4,11.6,16.9,8.24,true,10,170,,
veg_kebab,Veg Kebab,3,272.9,14.8,40.2,13.2,15.3,5.41,true,21,438,,
thenkuzhal_murukku,Thenkuzhal Murukku,2,453.4,13.9,92.0,2.1,7.5,6.4,true,6,169,,
moong_dal_chakli,Moong Dal Chakli,1,722.2,15.2,156.6,2.3,7.1,9.1,true,7,392,,
palak_pakoda,Palak Pakoda,1,473.4,27.4,72.3,6.7,23.6,13.8,true,13,424,,
soya_chunks_cutlet,Soya Chunks Cutlet,1,682.8,58.2,43.6,28.6,39.7,16.72,true,10,331,,
soya_chilli,Soya Chilli,1,568.8,50.1,27.3,52.0,36.4,14.14,true,14,502,,
moong_dal_vada,Moong Dal Vada,1,47.3,3.0,5.1,1.3,6.2,4.8,true,10,301,,
lauki_pakora,Lauki Pakora,1,468.3,27.1,72.2,6.3,23.2,12.09,true,13,338,,
pizza_puff,Pizza Puff,2,455.7,18.0,88.2,14.5,17.3,4.32,true,16,446,,
aloo_cutlet,Aloo Cutlet,2,249.2,6.6,50.9,1.3,7.0,3.21,true,15,364,,
aloo_pakora,Aloo Pakora,1,579.5,28.0,98.6,6.4,21.2,10.34,true,9,424,,
alasanda_vada,Alasanda Vada,1,196.6,7.2,25.3,6.8,6.3,3.36,true,9,271,,alsanda
honey_chilli_potato,Honey Chilli Potato,2,236.0,9.1,43.6,14.2,12.4,5.36,true,20,490,,
aloo_chop,Aloo Chop,2,427.2,22.6,65.2,19.7,23.9,9.56,true,16,364,,
murmura_snack,Murmura Snack,1,670.2,17.0,49.6,82.8,15.7,8.45,true,14,345,,
cauliflower_pakoda,Cauliflower Pakoda,1,855.1,56.0,124.1,12.3,41.0,20.44,true,10,580,,
methi_pakoda,Methi Pakoda,1,464.5,27.0,71.4,6.5,21.2,11.71,true,12,272,,
kodubale,Kodubale,1,797.4,21.6,119.5,50.0,25.9,8.43,true,10,289,,
peanut_masala,Peanut Masala,2,883.2,30.8,55.9,63.6,10.1,10.13,true,12,221,,
chilli_gobi,Chilli Gobi,2,197.0,11.3,33.2,5.5,11.1,6.1,true,18,319,,
mughlai_paratha,Mughlai Paratha,2,719.1,36.2,95.9,32.9,7.0,4.53,true,14,418,,
aloo_pyaz_pakora,Aloo Pyaz Pakora,2,321.9,16.2,53.1,3.7,16.1,8.48,true,16,329,,
sweet_bonda,Sweet Bonda,2,625.4,12.6,138.0,1.2,4.9,4.45,true,7,278,,
maddur_vada,Maddur Vada,2,511.1,15.1,106.1,1.5,10.3,6.48,true,11,274,,
challa_punugulu,Challa Punugulu,1,749.6,23.2,154.5,2.6,9.3,6.14,true,7,485,,
veg_crispy,Veg Crispy,5,158.3,11.7,21.2,7.2,15.7,3.58,true,23,399,,
veg_frankie,Veg Frankie,2,591.1,17.3,121.2,14.9,8.9,5.24,true,21,474,,
masala_vada,Masala Vada,1,857.9,55.7,129.3,10.3,38.8,16.14,true,10,392,,
baby_corn_manchurian,Baby Corn Manchurian,2,307.8,12.2,52.5,16.6,19.0,5.46,true,19,475,,
butter_murukku,Butter Murukku,2,665.5,20.2,136.9,2.4,9.9,8.61,true,6,262,,
thengai_paal_murukku,Thengai Paal Murukku,4,801.5,14.2,56.6,57.6,17.9,6.26,true,7,195,,
ulli_vada,Ulli Vada,2,196.8,10.5,32.4,1.6,14.9,8.62,true,10,328,,
bread_65,Bread 65,1,325.9,10.5,65.0,27.2,6.7,5.16,true,15,316,,
methi_vada,Methi Vada,1,854.0,59.0,127.1,8.8,39.6,21.35,true,10,518,,
samosa_bites,Samosa Bites,2,512.9,16.5,104.4,31.6,9.8,4.78,true,18,411,,
chawal_ke_pakode,Chawal Ke Pakode,2,765.0,17.5,162.6,3.1,11.7,11.71,true,12,331,,
suji_ke_namak_pare,Suji Ke Namak Pare,2,531.7,18.2,108.1,14.3,15.9,5.12,true,6,209,,
vermicelli_vada,Vermicelli Vada,2,438.8,14.7,89.1,1.3,14.0,4.62,true,9,304,,
sev,Sev,1,428.8,24.0,67.7,5.8,16.6,7.83,true,6,151,,
suji_potato_bites,Suji Potato Bites,2,447.2,17.5,83.2,16.4,15.6,6.51,true,16,311,,
crispy_bhindi_popcorn,Crispy Bhindi Popcorn,2,278.9,12.4,51.7,1.3,15.5,4.26,true,8,456,,
ginger_candy,Ginger Candy,2,642.2,4.7,150.9,2.0,4.0,9.7,true,6,279,,
cornflakes_mixture,Cornflakes Mixture,2,466.4,10.5,21.4,207.7,13.0,5.45,true,14,369,,
10_diwali_snacks_with_1_dough,10+ Diwali Snacks With 1 Dough,3,705.3,17.1,150.1,2.5,7.7,8.3,true,9,252,,
aloo_65,Aloo 65,5,248.6,13.8,39.7,2.2,26.7,13.13,true,11,404,,
veg_nuggets,Veg Nuggets,2,218.4,9.9,37.9,2.3,9.1,3.93,true,12,321,,
vegetarian_lasagna,Vegetarian Lasagna,3,534.4,24.6,86.3,8.1,11.5,6.57,true,13,463,,lasagna sheet
frankie,Frankie,3,232.9,6.4,47.4,22.3,8.6,3.51,true,16,356,,
rice_pakora,Rice Pakora,1,814.4,29.1,155.6,6.1,22.6,16.43,true,12,421,,
sweet_potato_cutlet,Sweet Potato Cutlet,2,318.7,12.2,57.9,35.3,8.4,2.14,true,10,328,,
alu_vadi,Alu Vadi,6,257.3,17.7,26.2,8.5,36.0,19.96,true,15,392,,
roasted_makhana,Roasted Makhana,3,729.4,23.1,28.4,68.3,0.3,0.21,true,6,161,,foxnut
mushroom_tikka,Mushroom Tikka,1,141.0,16.8,11.6,15.3,17.0,3.92,true,9,534,,
ragda,Ragda,1,111.3,9.6,16.3,13.1,8.9,2.64,true,6,169,,
onion_pakoda,Onion Pakoda,1,541.1,29.9,85.3,6.8,29.1,20.79,true,8,436,,
garlic_bread,Garlic Bread,1,2.6,0.1,0.5,0.0,0.1,0.02,true,5,32,,
chilli_mushroom,Chilli Mushroom,3,228.0,12.4,38.9,1.6,14.8,5.13,true,13,351,,
methi_puri,Methi Puri,1,705.7,26.5,135.6,16.9,29.7,15.91,true,8,410,,
mirchi_vada,Mirchi Vada,2,265.6,13.8,43.2,3.3,11.2,4.85,true,13,495,,
moong_dal_pakoda,Moong Dal Pakoda,1,46.8,2.2,6.0,1.3,4.5,1.74,true,7,250,,
rice_cutlet,Rice Cutlet,1,634.2,15.2,133.4,41.0,11.5,10.88,true,10,402,,
instant_pot_pav_bhaji,Instant Pot Pav Bhaji,6,79.0,4.3,12.3,0.7,5.5,2.54,true,19,428,,
chutney_sandwich,Chutney Sandwich,4,59.8,1.7,1.3,5.3,2.8,1.95,true,7,386,,
chivda,Chivda,6,458.0,23.4,64.1,21.3,39.6,22.67,true,13,368,,
sweet_paniyaram_with_jaggery,Sweet Paniyaram (With Jaggery),2,519.3,6.1,98.5,10.6,2.6,4.65,true,6,217,,
mango_chaat,Mango Chaat,2,405.6,10.1,82.6,2.4,10.8,7.62,true,14,439,,
tandoori_aloo,Tandoori Aloo,2,325.3,8.5,60.4,23.8,14.7,4.3,true,13,312,,
cabbage_vada_south_indian_style,Cabbage Vada (South Indian Style),1,613.2,42.5,89.6,7.0,32.4,12.65,true,12,578,,
veg_kabab,Veg Kabab,5,241.1,21.1,28.7,3.3,22.1,24.44,true,12,404,,
kerala_banana_chips,Kerala Banana Chips,2,147.5,1.8,32.9,153.5,3.3,1.49,true,5,332,,
aloo_tikki_chole,Aloo Tikki Chole,2,377.1,9.6,68.7,37.6,12.0,5.76,true,18,424,,
puffed_rice,Puffed Rice,2,621.3,12.8,132.9,7.1,5.9,8.15,true,7,276,,
kanda_bhaji,Kanda Bhaji,1,200.9,13.6,27.6,7.3,14.4,7.04,true,4,215,,
veg_puff,Veg Puff,2,784.1,13.5,70.5,71.5,8.6,3.83,true,10,395,,
potato_wedges_fried_and_baked,Potato Wedges (Fried And Baked),1,245.2,5.2,44.9,4.6,4.6,1.97,true,8,306,,
stuffed_mushrooms,Stuffed Mushrooms,2,575.5,37.2,94.5,3.6,21.3,9.49,true,8,242,,
chilli_cheese_toast,Chilli Cheese Toast,1,791.5,29.6,136.5,12.4,17.0,17.87,true,5,348,,
aloo_bhujia,Aloo Bhujia,5,137.2,14.2,13.2,2.0,17.9,25.1,true,8,390,,
sesame_toast,Sesame Toast,2,201.2,9.9,36.5,0.9,8.7,3.09,true,15,315,,
cabbage_pakoda_cabbage_fritters,Cabbage Pakoda (Cabbage Fritters),1,209.4,14.3,28.6,3.3,19.8,7.06,true,10,275,,
pizza_puffs_with_puff_pastry_sheets,Pizza Puffs (With Puff Pastry Sheets),2,728.8,10.0,62.2,48.8,1.4,0.99,true,6,231,,
kala_chana_chaat_black_chickpeas_chaat,Kala Chana Chaat (Black Chickpeas Chaat),1,604.3,40.7,82.9,9.3,48.6,18.09,true,12,530,,
ribbon_pakoda,Ribbon Pakoda,1,479.4,23.0,81.1,5.7,17.5,8.24,true,9,200,,
club_sandwich,Club Sandwich,3,318.9,5.3,11.3,27.8,5.2,2.06,true,20,383,,
corn_pakoda,Corn Pakoda,2,385.8,23.8,54.7,6.1,29.2,13.27,true,12,462,,
chana_dal_pakora_lentil_fritters,Chana Dal Pakora (Lentil Fritters),1,342.4,22.2,47.9,5.6,19.3,9.86,true,11,240,,
methi_na_gota,Methi Na Gota,4,694.0,24.4,136.0,6.0,25.9,10.5,true,14,309,,
oats_chivda,Oats Chivda,7,873.0,33.1,25.4,72.3,29.9,16.64,true,10,323,,
chilli_idli,Chilli Idli,2,411.0,13.2,82.7,14.5,2.2,0.86,true,11,421,,
red_sauce_pasta_with_vegetables_red_pasta,Red Sauce Pasta With Vegetables (Red Pasta),3,399.6,19.9,69.5,3.7,9.9,3.91,true,19,349,,
bhakarwadi,Bhakarwadi,1,767.5,39.1,122.6,49.4,25.8,11.93,true,15,379,,
rajma_kebab,Rajma Kebab,1,391.2,22.8,66.6,23.5,21.1,8.64,true,8,324,,
idli_chaat,Idli Chaat,4,354.1,10.8,64.7,14.2,2.9,1.77,true,14,395,,
goli_baje,Goli Baje,3,296.7,20.3,37.6,5.4,38.3,19.83,true,11,351,,
unniyappam,Unniyappam,3,663.7,14.3,121.9,15.9,28.4,12.5,true,12,293,,
ram_laddu,Ram Laddu,1,326.1,23.1,46.5,4.0,18.8,12.06,true,16,371,,
cornflakes_chivda,Cornflakes Chivda,4,343.7,22.2,35.8,10.6,35.7,18.75,true,10,358,,cornflakes - not the ready to eat cereal variety
mirchi_pakoda,Mirchi Pakoda,1,385.0,24.7,54.7,6.3,21.0,8.02,true,7,255,,
masala_papad,Masala Papad,1,838.6,41.8,132.9,7.6,6.8,4.47,true,8,448,,
chilli_potato,Chilli Potato,2,208.4,6.8,39.9,1.5,9.8,3.83,true,18,394,,
masala_pasta_north_indian_style,Masala Pasta (North Indian Style),1,108.0,7.3,14.8,1.4,12.0,5.82,true,16,472,,
corn_kebab,Corn Kebab,2,452.9,11.3,93.6,2.2,10.6,6.3,true,13,419,,
spinach_wraps_spinach_rolls,Spinach Wraps (Spinach Rolls),3,406.2,21.3,55.0,14.6,12.5,7.92,true,18,344,,
dahi_ke_kabab_yogurt_kebab,Dahi Ke Kabab (Yogurt Kebab),1,232.6,15.3,32.2,29.5,12.5,5.94,true,10,519,,
khada_pav_bhaji_with_vegetable_chunks,Khada Pav Bhaji (With Vegetable Chunks),4,121.6,6.1,20.2,1.0,9.8,3.24,true,16,361,,
banana_bajji,Banana Bajji,1,758.6,28.8,140.7,6.8,22.5,15.17,true,8,402,,
thayir_vadai,Thayir Vadai,2,426.4,23.8,49.2,19.9,21.3,7.81,true,12,435,,
macaroni,Macaroni,2,126.5,7.0,20.2,13.9,4.7,2.89,true,15,371,,
bhutte_ka_kees,Bhutte Ka Kees,1,224.2,8.1,25.7,22.1,9.5,3.36,true,12,308,,
buttered_corn,Buttered Corn,1,193.7,7.2,31.0,3.5,15.7,3.9,true,6,362,,
masala_bread,Masala Bread,3,43.2,1.7,3.1,9.3,3.1,1.75,true,12,352,,
murukku,Murukku,1,508.6,17.7,101.3,27.7,9.3,7.15,true,9,205,,
vegetable_pakora,Vegetable Pakora,1,232.1,16.3,31.2,3.7,16.5,8.05,true,15,342,,
taco,Taco,4,227.4,37.6,9.7,3.8,4.3,4.52,false,13,397,,
thattai,Thattai,1,628.7,17.0,96.4,18.4,13.7,8.2,true,11,219,,
baingan_pakora_brinjal_bajji,Baingan Pakora (Brinjal Bajji),2,238.4,15.1,33.6,3.8,18.6,4.61,true,9,366,,
vegetable_chop,Vegetable Chop,2,189.0,5.7,38.0,0.8,7.3,1.92,true,11,354,,
curd_sandwich,Curd Sandwich,3,18.4,0.9,2.8,0.3,2.0,0.61,true,9,385,,
lilva_kachori,Lilva Kachori,1,765.6,24.3,131.0,52.4,11.0,8.03,true,16,398,,
jini_dosa,Jini Dosa,3,295.6,8.9,56.4,2.7,4.6,1.82,true,12,359,,
zucchini_fritters,Zucchini Fritters,2,333.8,9.6,22.6,23.9,11.0,4.03,true,12,465,,
thekua,Thekua,2,368.9,8.4,70.7,177.3,8.4,4.45,true,9,326,,
mirchi_bajji,Mirchi Bajji,1,760.1,43.9,108.3,13.4,42.7,20.26,true,15,575,,
mixture,Mixture,11,831.2,31.6,57.6,52.6,23.0,16.29,true,18,320,,omapodi
chilli_gobi_cauliflower_chilli,Chilli Gobi (Cauliflower Chilli),1,507.7,19.1,96.9,2.8,17.7,7.79,true,18,504,,
egg_fried_noodles,Egg Fried Noodles,3,332.9,24.2,31.8,11.5,11.7,5.48,false,13,465,,
chilli_parotta,Chilli Parotta,1,346.5,14.5,53.4,26.0,11.0,4.17,true,13,354,,paratha
quinoa_pulao_vegetable_quinoa,Quinoa Pulao (Vegetable Quinoa,5,378.5,25.8,55.3,13.2,26.4,22.54,true,18,416,,
chapati,Chapati,1,652.8,21.6,130.9,92.4,23.2,8.36,true,5,345,,
perugu_vada,Perugu Vada,1,533.3,28.9,71.8,25.0,26.4,9.32,true,15,379,,
shrimp_curry,Shrimp Curry,3,873.8,35.8,16.0,81.7,24.0,7.36,false,15,461,,
tofu_bhurji,Tofu Bhurji,1,292.5,10.8,35.3,30.0,9.4,5.82,true,16,523,,firm tofu
mango_curry,Mango Curry,3,632.9,12.5,28.8,58.2,27.7,6.94,true,19,263,,
egg_puff,Egg Puff,3,232.6,21.5,15.5,14.5,26.1,15.04,false,13,338,,
kerala_meen_fish_curry,Kerala Meen (Fish) Curry,6,534.0,47.1,20.5,37.4,15.0,4.36,false,19,399,,kudampuli
yakhni_pulao_mutton_pulao,Yakhni Pulao (Mutton Pulao),3,388.4,18.1,59.1,11.6,31.4,13.57,false,25,422,,
keema_naan,Keema Naan,2,684.1,39.1,100.1,25.7,7.2,6.67,false,20,496,,
thecha,Thecha,1,80.4,5.4,8.9,6.3,8.7,5.61,true,7,224,,
soya_chaap,Soya Chaap,6,801.9,43.2,35.3,57.4,22.1,12.42,true,18,272,,
lamb_madras,Lamb Madras,2,178.4,12.9,19.8,23.1,19.7,8.63,false,18,420,,
vegetable_tikka_masala,Vegetable Tikka Masala,4,622.5,34.2,57.9,27.1,22.3,9.94,false,24,419,,cup oil
shrimp_vindaloo,Shrimp Vindaloo,3,684.7,34.7,96.0,23.4,57.8,19.48,false,20,406,,
gujiya,Gujiya,2,862.5,30.0,103.4,61.4,7.7,5.79,true,10,328,,
mung_bean_soup,Mung Bean Soup,5,224.1,11.5,35.6,7.7,14.4,7.08,true,13,436,,
chana_dal,Chana Dal,2,562.3,29.3,88.5,20.9,35.3,16.37,true,24,429,,
brinjal_curry,Brinjal Curry,3,117.6,7.2,16.3,16.6,14.2,6.98,true,16,390,,
garlic_green_beans,Garlic Green Beans,2,647.3,46.7,104.8,12.3,19.0,7.85,true,8,301,,
toor_dal_arhar_dal,Toor Dal (Arhar Dal),3,403.5,23.1,59.1,15.1,30.8,8.44,true,15,396,,
okra_curry_south_indian,Okra Curry (South Indian),3,400.0,9.7,27.2,48.8,17.1,9.5,true,17,352,,
indian_butter_chickpeas,Indian Butter Chickpeas,2,583.4,33.9,68.4,17.8,41.3,13.36,true,15,472,,
chayote,Chayote,2,405.0,12.4,44.2,28.8,10.1,2.76,true,12,340,,sized chayote
tandoori_shrimp,Tandoori Shrimp,1,374.0,74.9,2.6,28.3,1.9,4.57,false,14,574,,
onion_bhaji,Onion Bhaji,1,458.9,25.4,72.7,5.5,25.7,13.95,true,14,418,,
kofta_curry_meatball_curry,Kofta Curry (Meatball Curry),6,829.8,32.4,25.0,75.0,25.2,11.8,false,24,320,,
keerai_kootu_spinach_kootu,Keerai Kootu (Spinach Kootu),4,170.1,9.6,13.2,14.4,14.0,10.65,true,19,443,,
mushroom_curry_mushroom_masala,Mushroom Curry (Mushroom Masala,6,855.2,29.4,39.1,70.9,9.1,9.86,true,16,291,,
turmeric_tea,Turmeric Tea,1,13.6,0.4,2.1,6.6,0.8,1.56,true,7,24,,
cabbage_thoran_indian_cabbage,Cabbage Thoran (Indian Cabbage),2,420.5,11.8,19.1,45.3,22.8,5.92,true,13,461,,
saffron_rice_with_basmati,Saffron Rice (With Basmati),1,768.2,20.7,132.0,16.2,10.4,8.77,true,11,289,,
tikki_chaat_chole_tikki_chaat,Tikki Chaat (Chole Tikki Chaat),3,333.1,16.6,48.0,32.8,19.8,8.22,true,28,351,,
kheer,Kheer,4,707.4,23.8,134.6,9.7,24.1,8.54,true,8,299,,
methi_chaman,Methi Chaman,4,580.8,26.5,93.1,16.3,20.6,11.05,true,20,373,,
urad_dal,Urad Dal,2,392.3,24.8,58.6,36.8,19.3,10.75,true,18,371,,
gun_powder,Gun Powder,2,731.6,41.6,97.0,16.4,76.0,17.81,true,7,343,,
pea_shoots,Pea Shoots,1,534.5,35.8,86.5,16.0,30.0,8.89,true,5,240,,
garlic_broccoli,Garlic Broccoli,1,76.6,2.9,8.6,3.5,1.5,0.51,true,9,123,,
palak_corn,Palak Corn,8,701.2,26.5,41.4,55.1,15.4,12.12,true,23,396,,
green_beans_and_potatoes_aloo_beans,Green Beans And Potatoes (Aloo Beans),2,437.5,27.9,74.4,33.7,12.9,5.15,true,11,308,,
fish_pakora,Fish Pakora,2,498.9,24.7,22.5,23.1,5.1,4.58,false,15,192,,
orange_juice,Orange Juice,2,77.7,3.8,11.7,0.9,9.5,1.76,true,2,452,,
brown_lentils,Brown Lentils,2,579.5,31.0,88.2,28.3,37.5,17.09,true,17,474,,
saag_aloo,Saag Aloo,2,164.6,5.9,27.6,14.7,10.4,4.31,true,18,344,,
methi_matar_malai,Methi Matar Malai,5,847.2,31.1,46.0,61.8,16.2,16.11,true,17,363,,
nihari,Nihari,6,420.2,26.1,45.6,21.8,24.2,16.9,false,32,420,,organic rose petal
indian_cucumber_salad,Indian Cucumber Salad,2,288.5,24.0,16.7,13.8,54.1,27.35,true,13,486,,
butter_naan,Butter Naan,2,502.6,16.7,91.1,19.7,5.2,3.29,true,13,382,,
potato_wedges,Potato Wedges,1,405.0,10.0,85.2,26.9,8.6,3.35,true,11,579,,
date_balls_date_nut_seed_balls,Date Balls (Date Nut Seed Balls),7,874.8,9.5,178.2,11.9,22.3,8.67,true,4,299,,
how_to_make_tahini_sesame_paste,How To Make Tahini (Sesame Paste),1,92.4,0.6,2.4,9.8,0.0,0.0,true,3,188,,
indian_rice_pudding_better_than_restaurant,Indian Rice Pudding (Better Than Restaurant),5,794.2,25.7,148.9,11.4,24.6,9.62,true,8,298,,
hyderabadi_marag_mutton_soup,Hyderabadi Marag (Mutton Soup),14,878.1,33.3,33.5,71.4,17.8,10.84,false,20,291,,
red_lentil_curry,Red Lentil Curry,2,332.4,25.1,51.0,33.5,19.6,12.29,true,15,470,,
aloo_chana_kurma_style_chickpea_potato_curry,Aloo Chana (Kurma Style Chickpea Potato Curry),5,836.9,31.2,64.3,57.3,29.1,15.58,true,24,384,,
lamb_karahi_mutton_karahi,Lamb Karahi (Mutton Karahi),5,472.9,35.9,44.1,23.2,32.4,11.63,false,21,392,,
tofu_tikka_masala,Tofu Tikka Masala,5,805.9,26.4,47.7,57.5,11.8,9.72,true,22,322,,extra firm pressed tofu
curry_powder,Curry Powder,2,632.7,29.8,90.5,13.8,76.2,24.8,true,13,378,,
butternut_squash_curry,Butternut Squash Curry,5,554.4,17.1,39.4,40.6,15.3,6.16,true,18,408,,butternut squash
goat_curry,Goat Curry,5,604.8,38.8,48.1,33.3,42.3,12.1,false,26,418,,portions kalpasi
salmon_rice_bowl,Salmon Rice Bowl,5,276.8,18.4,33.5,9.6,6.0,5.93,false,26,436,,
tandoori_roti,Tandoori Roti,1,739.0,24.3,148.5,16.1,25.8,9.11,true,7,420,,
pinni,Pinni,2,555.8,12.4,97.0,63.2,9.1,6.48,true,12,248,,
modak,Modak,4,709.9,10.6,72.1,42.9,20.8,8.15,true,8,194,,
lauki_sabzi_dudhi,Lauki Sabzi (Dudhi,1,85.7,5.4,10.7,27.2,10.7,6.46,true,15,367,,
how_to_make_almond_flour,How To Make Almond Flour,2,582.4,17.6,2.9,55.9,12.5,4.39,true,2,112,,
curry_sauce,Curry Sauce,5,296.0,12.4,50.3,13.9,32.2,12.73,true,19,362,,
chole,Chole,3,461.4,24.9,74.1,18.4,34.3,13.46,true,23,343,,
makhana,Makhana,3,830.9,19.5,187.1,1.7,0.1,2.2,true,9,289,,
sauteed_okra,Sauteed Okra,1,384.0,26.1,31.0,79.6,10.6,5.32,true,11,412,,
chai_tea_spice,Chai (Tea) Spice,2,468.7,16.2,69.2,13.3,14.0,10.43,true,9,196,,
cauliflower_stir_fry,Cauliflower Stir Fry,2,145.0,14.6,15.8,14.4,13.0,8.68,true,10,437,,
ginger_milk_tea_adrak_chai,Ginger Milk Tea (Adrak Chai),1,518.2,17.2,103.4,2.6,19.3,6.91,true,8,244,,
cake,Cake,2,548.8,12.1,80.6,19.2,1.8,1.27,true,13,349,,
amla_juice,Amla Juice,9,227.2,12.4,26.7,6.9,13.8,14.81,true,9,408,,holy basil
green_tomato_chutney,Green Tomato Chutney,2,685.9,47.8,104.7,18.9,33.4,11.76,true,16,324,,
aloo_bhindi,Aloo Bhindi,1,143.2,6.8,24.1,39.6,10.0,3.69,true,10,409,,
peanut_ladoo,Peanut Ladoo,1,304.5,1.7,72.8,0.2,0.3,4.05,true,4,437,,
custard_ice_cream,Custard Ice Cream,1,346.4,11.6,29.6,20.3,1.0,0.57,true,4,532,,
irani_chai,Irani Chai,2,612.8,20.1,97.9,14.3,31.0,12.45,true,5,371,,
eggplant_potato_curry,Eggplant Potato Curry,4,296.6,7.8,24.9,27.1,15.1,4.8,true,17,414,,
methi_dal,Methi Dal,2,263.0,17.6,34.6,13.5,18.9,11.13,true,17,359,,
mango_chutney,Mango Chutney,3,278.5,7.3,51.9,7.0,21.8,6.9,true,13,466,,
aloo_gobi,Aloo Gobi,2,179.8,11.1,26.3,34.1,16.1,9.75,true,16,484,,
